Input	Match type	Approved symbol	Approved name	HGNC ID	Location
FOXA2	Approved symbol	FOXA2	forkhead box A2	HGNC:5022	20p11.21
SLC23A2	Approved symbol	SLC23A2	solute carrier family 23 member 2	HGNC:10973	20p13
SLC23A2	Previous symbol	SLC23A1	solute carrier family 23 member 1	HGNC:10974	5q31.2
MOCS3	Approved symbol	MOCS3	molybdenum cofactor synthesis 3	HGNC:15765	20q13.13
LARGE	Previous symbol	LARGE1	LARGE xylosyl- and glucuronyltransferase 1	HGNC:6511	22q12.3
RP3-449O17.1	Unmatched
SNORD116-2	Approved symbol	SNORD116-2	small nucleolar RNA, C/D box 116-2	HGNC:33068	15q11.2
ABI3BP	Approved symbol	ABI3BP	ABI family member 3 binding protein	HGNC:17265	3q12.2
KIAA1407	Previous symbol	CCDC191	coiled-coil domain containing 191	HGNC:29272	3q13.31
MME	Approved symbol	MME	membrane metalloendopeptidase	HGNC:7154	3q25.2
CHL1	Approved symbol	CHL1	cell adhesion molecule L1 like	HGNC:1939	3p26.3
CHL1	Synonyms	DDX11	DEAD/H-box helicase 11	HGNC:2736	12p11.21
LINC00669	Previous symbol	MIR924HG	MIR924 host gene	HGNC:44332	18q12.2-q12.3
PCDHA3	Approved symbol	PCDHA3	protocadherin alpha 3	HGNC:8669	5q31.3
HDAC3	Approved symbol	HDAC3	histone deacetylase 3	HGNC:4854	5q31.3
CPVL	Approved symbol	CPVL	carboxypeptidase, vitellogenic like	HGNC:14399	7p14.3
RC3H2	Approved symbol	RC3H2	ring finger and CCCH-type domains 2	HGNC:21461	9q33.2
RP11-430N14.4	Unmatched
ARHGAP36	Approved symbol	ARHGAP36	Rho GTPase activating protein 36	HGNC:26388	Xq26.1
PRKAA2	Approved symbol	PRKAA2	protein kinase AMP-activated catalytic subunit alpha 2	HGNC:9377	1p32.2
BTBD8	Approved symbol	BTBD8	BTB domain containing 8	HGNC:21019	1p22.1
LRIG2	Approved symbol	LRIG2	leucine rich repeats and immunoglobulin like domains 2	HGNC:20889	1p13.2
SLC22A15	Approved symbol	SLC22A15	solute carrier family 22 member 15	HGNC:20301	1p13.1
RNF115	Approved symbol	RNF115	ring finger protein 115	HGNC:18154	1q21.1
ISG20L2	Approved symbol	ISG20L2	interferon stimulated exonuclease gene 20 like 2	HGNC:25745	1q23.1
UCHL5	Approved symbol	UCHL5	ubiquitin C-terminal hydrolase L5	HGNC:19678	1q31.2
MEMO1	Approved symbol	MEMO1	mediator of cell motility 1	HGNC:14014	2p22.3
ARHGEF4	Approved symbol	ARHGEF4	Rho guanine nucleotide exchange factor 4	HGNC:684	2q21.1
KCNH7	Approved symbol	KCNH7	potassium voltage-gated channel subfamily H member 7	HGNC:18863	2q24.2
PPP1R7	Approved symbol	PPP1R7	protein phosphatase 1 regulatory subunit 7	HGNC:9295	2q37.3
FRG2C	Approved symbol	FRG2C	FSHD region gene 2 family member C	HGNC:33626	3p12.3
BCHE	Approved symbol	BCHE	butyrylcholinesterase	HGNC:983	3q26.1
ATP10D	Approved symbol	ATP10D	ATPase phospholipid transporting 10D (putative)	HGNC:13549	4p12
TNIP3	Approved symbol	TNIP3	TNFAIP3 interacting protein 3	HGNC:19315	4q27
FHDC1	Approved symbol	FHDC1	FH2 domain containing 1	HGNC:29363	4q31.3
CPE	Approved symbol	CPE	carboxypeptidase E	HGNC:2303	4q32.3
USP49	Approved symbol	USP49	ubiquitin specific peptidase 49	HGNC:20078	6p21.1
GRIK2	Approved symbol	GRIK2	glutamate ionotropic receptor kainate type subunit 2	HGNC:4580	6q16.3
GRIK2	Previous symbol	GRIK5	glutamate ionotropic receptor kainate type subunit 5	HGNC:4583	19q13.2
IYD	Approved symbol	IYD	iodotyrosine deiodinase	HGNC:21071	6q25.1
KIF25	Approved symbol	KIF25	kinesin family member 25	HGNC:6390	6q27
DAGLB	Approved symbol	DAGLB	diacylglycerol lipase beta	HGNC:28923	7p22.1
BUD31	Approved symbol	BUD31	BUD31 homolog	HGNC:29629	7q22.1
COL26A1	Approved symbol	COL26A1	collagen type XXVI alpha 1 chain	HGNC:18038	7q22.1
SGK223	Synonyms	PRAG1	PEAK1 related, kinase-activating pseudokinase 1	HGNC:25438	8p23.1
BAI1	Previous symbol	ADGRB1	adhesion G protein-coupled receptor B1	HGNC:943	8q24.3
FANCG	Approved symbol	FANCG	FA complementation group G	HGNC:3588	9p13.3
TLN1	Approved symbol	TLN1	talin 1	HGNC:11845	9p13.3
PRTFDC1	Approved symbol	PRTFDC1	phosphoribosyl transferase domain containing 1	HGNC:23333	10p12.1
SLC18A3	Approved symbol	SLC18A3	solute carrier family 18 member A3	HGNC:10936	10q11.23
MYOZ1	Approved symbol	MYOZ1	myozenin 1	HGNC:13752	10q22.2
ELOVL3	Approved symbol	ELOVL3	ELOVL fatty acid elongase 3	HGNC:18047	10q24.32
FRG2B	Approved symbol	FRG2B	FSHD region gene 2 family member B	HGNC:33518	10q26.3
DDB2	Approved symbol	DDB2	damage specific DNA binding protein 2	HGNC:2718	11p11.2
KRT6C	Approved symbol	KRT6C	keratin 6C	HGNC:20406	12q13.13
KRT6C	Previous symbol	KRT6A	keratin 6A	HGNC:6443	12q13.13
KRT77	Approved symbol	KRT77	keratin 77	HGNC:20411	12q13.13
GRK1	Approved symbol	GRK1	G protein-coupled receptor kinase 1	HGNC:10013	13q34
PCNXL4	Previous symbol	PCNX4	pecanex 4	HGNC:20349	14q23.1
PTPN21	Approved symbol	PTPN21	protein tyrosine phosphatase, non-receptor type 21	HGNC:9651	14q31
IGDCC4	Approved symbol	IGDCC4	immunoglobulin superfamily DCC subclass member 4	HGNC:13770	15q22.31
C16orf11	Previous symbol	PRR35	proline rich 35	HGNC:14139	16p13.3
ZG16B	Approved symbol	ZG16B	zymogen granule protein 16B	HGNC:30456	16p13.3
MMP2	Approved symbol	MMP2	matrix metallopeptidase 2	HGNC:7166	16q12.2
MMP15	Approved symbol	MMP15	matrix metallopeptidase 15	HGNC:7161	16q21
RLTPR	Previous symbol	CARMIL2	capping protein regulator and myosin 1 linker 2	HGNC:27089	16q22.1
CA5A	Approved symbol	CA5A	carbonic anhydrase 5A	HGNC:1377	16q24.2
UNC45B	Approved symbol	UNC45B	unc-45 myosin chaperone B	HGNC:14304	17q12
DGKE	Approved symbol	DGKE	diacylglycerol kinase epsilon	HGNC:2852	17q22
MGAT5B	Approved symbol	MGAT5B	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B	HGNC:24140	17q25.2
USP14	Approved symbol	USP14	ubiquitin specific peptidase 14	HGNC:12612	18p11.32
CEP192	Approved symbol	CEP192	centrosomal protein 192	HGNC:25515	18p11.21
CCBE1	Approved symbol	CCBE1	collagen and calcium binding EGF domains 1	HGNC:29426	18q21.32
SERPINB5	Approved symbol	SERPINB5	serpin family B member 5	HGNC:8949	18q21.33
CD97	Previous symbol	ADGRE5	adhesion G protein-coupled receptor E5	HGNC:1711	19p13.12
PPP5C	Approved symbol	PPP5C	protein phosphatase 5 catalytic subunit	HGNC:9322	19q13.32
AP2A1	Approved symbol	AP2A1	adaptor related protein complex 2 subunit alpha 1	HGNC:561	19q13.33
SIGLEC1	Approved symbol	SIGLEC1	sialic acid binding Ig like lectin 1	HGNC:11127	20p13
IL17RA	Approved symbol	IL17RA	interleukin 17 receptor A	HGNC:5985	22q11.1
TTLL8	Approved symbol	TTLL8	tubulin tyrosine ligase like 8	HGNC:34000	22q13.33
HDAC6	Approved symbol	HDAC6	histone deacetylase 6	HGNC:14064	Xp11.23
RLIM	Approved symbol	RLIM	ring finger protein, LIM domain interacting	HGNC:13429	Xq13.2
PRUNE2	Approved symbol	PRUNE2	prune homolog 2	HGNC:25209	9q21.2
PLEKHM2	Approved symbol	PLEKHM2	pleckstrin homology and RUN domain containing M2	HGNC:29131	1p36.21
ADC	Previous symbol	AZIN2	antizyme inhibitor 2	HGNC:29957	1p35.1
ZC3H12A	Approved symbol	ZC3H12A	zinc finger CCCH-type containing 12A	HGNC:26259	1p34.3
RRAGC	Approved symbol	RRAGC	Ras related GTP binding C	HGNC:19902	1p34.3
CC2D1B	Approved symbol	CC2D1B	coiled-coil and C2 domain containing 1B	HGNC:29386	1p32.3
SCAMP3	Approved symbol	SCAMP3	secretory carrier membrane protein 3	HGNC:10565	1q22
OR6Y1	Approved symbol	OR6Y1	olfactory receptor family 6 subfamily Y member 1	HGNC:14823	1q23.1
CSRNP3	Approved symbol	CSRNP3	cysteine and serine rich nuclear protein 3	HGNC:30729	2q24.3
FN1	Approved symbol	FN1	fibronectin 1	HGNC:3778	2q35
BBX	Approved symbol	BBX	BBX, HMG-box containing	HGNC:14422	3q13.12
SEC22A	Approved symbol	SEC22A	SEC22 homolog A, vesicle trafficking protein	HGNC:20260	3q21.1
ZNF300	Approved symbol	ZNF300	zinc finger protein 300	HGNC:13091	5q33.1
GRM6	Approved symbol	GRM6	glutamate metabotropic receptor 6	HGNC:4598	5q35.3
HIST1H2BH	Approved symbol	HIST1H2BH	histone cluster 1 H2B family member h	HGNC:4755	6p22.2
C6orf47	Approved symbol	C6orf47	chromosome 6 open reading frame 47	HGNC:19076	6p21.33
TULP1	Approved symbol	TULP1	tubby like protein 1	HGNC:12423	6p21.31
TRAF3IP2	Approved symbol	TRAF3IP2	TRAF3 interacting protein 2	HGNC:1343	6q21
SHPRH	Approved symbol	SHPRH	SNF2 histone linker PHD RING helicase	HGNC:19336	6q24.3
PDE10A	Approved symbol	PDE10A	phosphodiesterase 10A	HGNC:8772	6q27
VSTM2A	Approved symbol	VSTM2A	V-set and transmembrane domain containing 2A	HGNC:28499	7p11.2
KCNQ3	Approved symbol	KCNQ3	potassium voltage-gated channel subfamily Q member 3	HGNC:6297	8q24.22
AGTPBP1	Approved symbol	AGTPBP1	ATP/GTP binding protein 1	HGNC:17258	9q21.33
MRRF	Approved symbol	MRRF	mitochondrial ribosome recycling factor	HGNC:7234	9q33.2
DMBT1	Approved symbol	DMBT1	deleted in malignant brain tumors 1	HGNC:2926	10q26.13
GYLTL1B	Previous symbol	LARGE2	LARGE xylosyl- and glucuronyltransferase 2	HGNC:16522	11p11.2
B3GAT3	Approved symbol	B3GAT3	beta-1,3-glucuronyltransferase 3	HGNC:923	11q12.3
SUPT16H	Approved symbol	SUPT16H	SPT16 homolog, facilitates chromatin remodeling subunit	HGNC:11465	14q11.2
CGRRF1	Approved symbol	CGRRF1	cell growth regulator with ring finger domain 1	HGNC:15528	14q22.2
FNTB	Approved symbol	FNTB	farnesyltransferase, CAAX box, beta	HGNC:3785	14q23.3
SERPINA5	Approved symbol	SERPINA5	serpin family A member 5	HGNC:8723	14q32.13
CHP1	Approved symbol	CHP1	calcineurin like EF-hand protein 1	HGNC:17433	15q15.1
CHP1	Synonyms	CHORDC1	cysteine and histidine rich domain containing 1	HGNC:14525	11q14.3
C15orf38	Previous symbol	ARPIN	actin related protein 2/3 complex inhibitor	HGNC:28782	15q26.1
PRKCB	Approved symbol	PRKCB	protein kinase C beta	HGNC:9395	16p12.2-p12.1
PCNT	Approved symbol	PCNT	pericentrin	HGNC:16068	21q22.3
CECR1	Previous symbol	ADA2	adenosine deaminase 2	HGNC:1839	22q11.1
LAS1L	Approved symbol	LAS1L	LAS1 like, ribosome biogenesis factor	HGNC:25726	Xq12
AVPR2	Approved symbol	AVPR2	arginine vasopressin receptor 2	HGNC:897	Xq28
CACNA1F	Approved symbol	CACNA1F	calcium voltage-gated channel subunit alpha1 F	HGNC:1393	Xp11.23
C1orf101	Previous symbol	CATSPERE	catsper channel auxiliary subunit epsilon	HGNC:28491	1q44
FLG2	Approved symbol	FLG2	filaggrin family member 2	HGNC:33276	1q21.3
KTI12	Approved symbol	KTI12	KTI12 chromatin associated homolog	HGNC:25160	1p32.3
NBPF7	Approved symbol	NBPF7	NBPF member 7	HGNC:31989	1p12
NDC1	Approved symbol	NDC1	NDC1 transmembrane nucleoporin	HGNC:25525	1p32.3
SPHKAP	Approved symbol	SPHKAP	SPHK1 interactor, AKAP domain containing	HGNC:30619	2q36.3
THADA	Approved symbol	THADA	THADA, armadillo repeat containing	HGNC:19217	2p21
FLNB	Approved symbol	FLNB	filamin B	HGNC:3755	3p14.3
IL17RD	Approved symbol	IL17RD	interleukin 17 receptor D	HGNC:17616	3p14.3
PCCB	Approved symbol	PCCB	propionyl-CoA carboxylase subunit beta	HGNC:8654	3q22.3
TBCCD1	Approved symbol	TBCCD1	TBCC domain containing 1	HGNC:25546	3q27.3
ADD1	Approved symbol	ADD1	adducin 1	HGNC:243	4p16.3
BMP2K	Approved symbol	BMP2K	BMP2 inducible kinase	HGNC:18041	4q21.21
AP3S1	Approved symbol	AP3S1	adaptor related protein complex 3 subunit sigma 1	HGNC:2013	5q22.3-q23.1
CDHR2	Approved symbol	CDHR2	cadherin related family member 2	HGNC:18231	5q35.2
C4B	Approved symbol	C4B	complement C4B (Chido blood group)	HGNC:1324	6p21.33
C4B	Synonyms	C4A	complement C4A (Rodgers blood group)	HGNC:1323	6p21.33
FRS3	Approved symbol	FRS3	fibroblast growth factor receptor substrate 3	HGNC:16970	6p21.1
MCM3	Approved symbol	MCM3	minichromosome maintenance complex component 3	HGNC:6945	6p12.2
SLC29A1	Approved symbol	SLC29A1	solute carrier family 29 member 1 (Augustine blood group)	HGNC:11003	6p21.1
ADAM22	Approved symbol	ADAM22	ADAM metallopeptidase domain 22	HGNC:201	7q21.12
COBL	Approved symbol	COBL	cordon-bleu WH2 repeat protein	HGNC:22199	7p12.1
PPP1R9A	Approved symbol	PPP1R9A	protein phosphatase 1 regulatory subunit 9A	HGNC:14946	7q21.3
FBXO25	Approved symbol	FBXO25	F-box protein 25	HGNC:13596	8p23.3
USP54	Approved symbol	USP54	ubiquitin specific peptidase 54	HGNC:23513	10q22.2
B4GALNT4	Approved symbol	B4GALNT4	beta-1,4-N-acetyl-galactosaminyltransferase 4	HGNC:26315	11p15.5
CCDC87	Approved symbol	CCDC87	coiled-coil domain containing 87	HGNC:25579	11q13.2
MS4A3	Approved symbol	MS4A3	membrane spanning 4-domains A3	HGNC:7317	11q12.1
C12orf55	Previous symbol	CFAP54	cilia and flagella associated protein 54	HGNC:26456	12q23.1
IRAK3	Approved symbol	IRAK3	interleukin 1 receptor associated kinase 3	HGNC:17020	12q14.3
KIF5A	Approved symbol	KIF5A	kinesin family member 5A	HGNC:6323	12q13.3
UGGT2	Approved symbol	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2	HGNC:15664	13q32.1
ADCY4	Approved symbol	ADCY4	adenylate cyclase 4	HGNC:235	14q12
LRP10	Approved symbol	LRP10	LDL receptor related protein 10	HGNC:14553	14q11.2
RAB2B	Approved symbol	RAB2B	RAB2B, member RAS oncogene family	HGNC:20246	14q11.2
DUOX2	Approved symbol	DUOX2	dual oxidase 2	HGNC:13273	15q21.1
MYO9A	Approved symbol	MYO9A	myosin IXA	HGNC:7608	15q23
ACADVL	Approved symbol	ACADVL	acyl-CoA dehydrogenase very long chain	HGNC:92	17p13.1
CCDC57	Approved symbol	CCDC57	coiled-coil domain containing 57	HGNC:27564	17q25.3
GGA3	Approved symbol	GGA3	golgi associated, gamma adaptin ear containing, ARF binding protein 3	HGNC:17079	17q25.1
C19orf44	Approved symbol	C19orf44	chromosome 19 open reading frame 44	HGNC:26141	19p13.11
TMEM259	Approved symbol	TMEM259	transmembrane protein 259	HGNC:17039	19p13.3
PKN1	Approved symbol	PKN1	protein kinase N1	HGNC:9405	19p13.12
SLC7A10	Approved symbol	SLC7A10	solute carrier family 7 member 10	HGNC:11058	19q13.11
TYK2	Approved symbol	TYK2	tyrosine kinase 2	HGNC:12440	19p13.2
ZNF546	Approved symbol	ZNF546	zinc finger protein 546	HGNC:28671	19q13.2
ZNF823	Approved symbol	ZNF823	zinc finger protein 823	HGNC:30936	19p13.2
SLC5A1	Approved symbol	SLC5A1	solute carrier family 5 member 1	HGNC:11036	22q12.3
PYHIN1	Approved symbol	PYHIN1	pyrin and HIN domain family member 1	HGNC:28894	1q23.1
B4GALT2	Approved symbol	B4GALT2	beta-1,4-galactosyltransferase 2	HGNC:925	1p34.1
SFMBT2	Approved symbol	SFMBT2	Scm like with four mbt domains 2	HGNC:20256	10p14
PTPRO	Approved symbol	PTPRO	protein tyrosine phosphatase, receptor type O	HGNC:9678	12p12.3
PTPRO	Synonyms	PTPRU	protein tyrosine phosphatase, receptor type U	HGNC:9683	1p35.3
ARNTL2	Approved symbol	ARNTL2	aryl hydrocarbon receptor nuclear translocator like 2	HGNC:18984	12p11.23
KRT16P2	Approved symbol	KRT16P2	keratin 16 pseudogene 2	HGNC:37807	17p11.2
TOM1L1	Approved symbol	TOM1L1	target of myb1 like 1 membrane trafficking protein	HGNC:11983	17q23.2
ANKRD29	Approved symbol	ANKRD29	ankyrin repeat domain 29	HGNC:27110	18q11.2
LTBP1	Approved symbol	LTBP1	latent transforming growth factor beta binding protein 1	HGNC:6714	2p22.3
RP5-1053E7.3	Unmatched
NRROS	Approved symbol	NRROS	negative regulator of reactive oxygen species	HGNC:24613	3q29
RARS	Approved symbol	RARS	arginyl-tRNA synthetase	HGNC:9870	5q34
PRDM9	Approved symbol	PRDM9	PR/SET domain 9	HGNC:13994	5p14.2
RPS26P54	Approved symbol	RPS26P54	ribosomal protein S26 pseudogene 54	HGNC:36868	18q21.32
KLHL32	Approved symbol	KLHL32	kelch like family member 32	HGNC:21221	6q16.1
PRSS55	Approved symbol	PRSS55	serine protease 55	HGNC:30824	8p23.1
ANKRD19P	Approved symbol	ANKRD19P	ankyrin repeat domain 19, pseudogene	HGNC:22567	9q22.31
ZNF711	Approved symbol	ZNF711	zinc finger protein 711	HGNC:13128	Xq21.1
CAMTA1	Approved symbol	CAMTA1	calmodulin binding transcription activator 1	HGNC:18806	1p36.31-p36.23
FMN2	Approved symbol	FMN2	formin 2	HGNC:14074	1q43
CALCRL	Approved symbol	CALCRL	calcitonin receptor like receptor	HGNC:16709	2q32.1
AGAP1	Approved symbol	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	HGNC:16922	2q37.2
GPR35	Approved symbol	GPR35	G protein-coupled receptor 35	HGNC:4492	2q37.3
CAMKV	Approved symbol	CAMKV	CaM kinase like vesicle associated	HGNC:28788	3p21.31
CD47	Approved symbol	CD47	CD47 molecule	HGNC:1682	3q13.12
FAM134B	Previous symbol	RETREG1	reticulophagy regulator 1	HGNC:25964	5p15.1
PCDHGA2	Approved symbol	PCDHGA2	protocadherin gamma subfamily A, 2	HGNC:8700	5q31.3
ARL5B	Approved symbol	ARL5B	ADP ribosylation factor like GTPase 5B	HGNC:23052	10p12.31
RPS6KB2	Approved symbol	RPS6KB2	ribosomal protein S6 kinase B2	HGNC:10437	11q13.2
FSCB	Approved symbol	FSCB	fibrous sheath CABYR binding protein	HGNC:20494	14q21.2
LCTL	Approved symbol	LCTL	lactase like	HGNC:15583	15q22.31
NETO1	Approved symbol	NETO1	neuropilin and tolloid like 1	HGNC:13823	18q22.3
TOP3B	Approved symbol	TOP3B	DNA topoisomerase III beta	HGNC:11993	22q11.22
ATP6AP1	Approved symbol	ATP6AP1	ATPase H+ transporting accessory protein 1	HGNC:868	Xq28
ZZZ3	Approved symbol	ZZZ3	zinc finger ZZ-type containing 3	HGNC:24523	1p31.1
NR1H4	Approved symbol	NR1H4	nuclear receptor subfamily 1 group H member 4	HGNC:7967	12q23.1
ACIN1	Approved symbol	ACIN1	apoptotic chromatin condensation inducer 1	HGNC:17066	14q11.2
RP11-231C14.4	Unmatched
RP11-626K17.5	Unmatched
ANKRD27	Approved symbol	ANKRD27	ankyrin repeat domain 27	HGNC:25310	19q13.11
ZNF813	Approved symbol	ZNF813	zinc finger protein 813	HGNC:33257	19q13.42
PSMC1P10	Approved symbol	PSMC1P10	proteasome 26S subunit, ATPase 1 pseudogene 10	HGNC:39785	2p24.2
ASIC4	Approved symbol	ASIC4	acid sensing ion channel subunit family member 4	HGNC:21263	2q35
WDR5B	Approved symbol	WDR5B	WD repeat domain 5B	HGNC:17826	3q21.1
HESX1	Approved symbol	HESX1	HESX homeobox 1	HGNC:4877	3p14.3
SH3RF2	Approved symbol	SH3RF2	SH3 domain containing ring finger 2	HGNC:26299	5q32
PLIN2	Approved symbol	PLIN2	perilipin 2	HGNC:248	9p22.1
GNAS	Approved symbol	GNAS	GNAS complex locus	HGNC:4392	20q13.32
AADACL4	Approved symbol	AADACL4	arylacetamide deacetylase like 4	HGNC:32038	1p36.21
TRIM63	Approved symbol	TRIM63	tripartite motif containing 63	HGNC:16007	1p36.11
RPE65	Approved symbol	RPE65	RPE65, retinoid isomerohydrolase	HGNC:10294	1p31.3
ODF2L	Approved symbol	ODF2L	outer dense fiber of sperm tails 2 like	HGNC:29225	1p22.3
ABCA4	Approved symbol	ABCA4	ATP binding cassette subfamily A member 4	HGNC:34	1p22.1
LCE2C	Approved symbol	LCE2C	late cornified envelope 2C	HGNC:29460	1q21.3
GPR37L1	Approved symbol	GPR37L1	G protein-coupled receptor 37 like 1	HGNC:14923	1q32.1
LBR	Approved symbol	LBR	lamin B receptor	HGNC:6518	1q42.12
DYTN	Approved symbol	DYTN	dystrotelin	HGNC:23279	2q33.3
CAPN7	Approved symbol	CAPN7	calpain 7	HGNC:1484	3p25.1
MB21D2	Approved symbol	MB21D2	Mab-21 domain containing 2	HGNC:30438	3q29
PJA2	Approved symbol	PJA2	praja ring finger ubiquitin ligase 2	HGNC:17481	5q21.3
HTR4	Approved symbol	HTR4	5-hydroxytryptamine receptor 4	HGNC:5299	5q32
DLX6	Approved symbol	DLX6	distal-less homeobox 6	HGNC:2919	7q21.3
TRPV5	Approved symbol	TRPV5	transient receptor potential cation channel subfamily V member 5	HGNC:3145	7q34
DCAF4L2	Approved symbol	DCAF4L2	DDB1 and CUL4 associated factor 4 like 2	HGNC:26657	8q21.3
COL5A1	Approved symbol	COL5A1	collagen type V alpha 1 chain	HGNC:2209	9q34.3
SERPINH1	Approved symbol	SERPINH1	serpin family H member 1	HGNC:1546	11q13.5
FOXJ2	Approved symbol	FOXJ2	forkhead box J2	HGNC:24818	12p13.31
H2AFJ	Approved symbol	H2AFJ	H2A histone family member J	HGNC:14456	12p12.3
THBS1	Approved symbol	THBS1	thrombospondin 1	HGNC:11785	15q14
TTBK2	Approved symbol	TTBK2	tau tubulin kinase 2	HGNC:19141	15q15.2
IL4R	Approved symbol	IL4R	interleukin 4 receptor	HGNC:6015	16p12.1
YWHAE	Approved symbol	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	HGNC:12851	17p13.3
TNS4	Approved symbol	TNS4	tensin 4	HGNC:24352	17q21.2
COX11	Approved symbol	COX11	cytochrome c oxidase copper chaperone COX11	HGNC:2261	17q22
LAMA3	Approved symbol	LAMA3	laminin subunit alpha 3	HGNC:6483	18q11.2
LAMA3	Synonyms	LAMA4	laminin subunit alpha 4	HGNC:6484	6q21
GATAD2A	Approved symbol	GATAD2A	GATA zinc finger domain containing 2A	HGNC:29989	19p13.11
PRODH2	Approved symbol	PRODH2	proline dehydrogenase 2	HGNC:17325	19q13.12
PRODH2	Synonyms	PRODH	proline dehydrogenase 1	HGNC:9453	22q11.21
TEX101	Approved symbol	TEX101	testis expressed 101	HGNC:30722	19q13.31
ZNF552	Approved symbol	ZNF552	zinc finger protein 552	HGNC:26135	19q13.43
SLC4A11	Approved symbol	SLC4A11	solute carrier family 4 member 11	HGNC:16438	20p13
SMS	Approved symbol	SMS	spermine synthase	HGNC:11123	Xp22.11
SMS	Synonyms	RAI1	retinoic acid induced 1	HGNC:9834	17p11.2
POLA1	Approved symbol	POLA1	DNA polymerase alpha 1, catalytic subunit	HGNC:9173	Xp22.11-p21.3
CLCN5	Approved symbol	CLCN5	chloride voltage-gated channel 5	HGNC:2023	Xp11.23
PAK3	Approved symbol	PAK3	p21 (RAC1) activated kinase 3	HGNC:8592	Xq23
PAK3	Synonyms	ARHGEF7	Rho guanine nucleotide exchange factor 7	HGNC:15607	13q34
CA6	Approved symbol	CA6	carbonic anhydrase 6	HGNC:1380	1p36.23
FOXJ3	Approved symbol	FOXJ3	forkhead box J3	HGNC:29178	1p34.2
C8A	Approved symbol	C8A	complement C8 alpha chain	HGNC:1352	1p32.2
MAGI3	Approved symbol	MAGI3	membrane associated guanylate kinase, WW and PDZ domain containing 3	HGNC:29647	1p13.2
TDRKH	Approved symbol	TDRKH	tudor and KH domain containing	HGNC:11713	1q21.3
POGK	Approved symbol	POGK	pogo transposable element derived with KRAB domain	HGNC:18800	1q24.1
TNN	Approved symbol	TNN	tenascin N	HGNC:22942	1q25.1
OSR1	Approved symbol	OSR1	odd-skipped related transciption factor 1	HGNC:8111	2p24.1
OSR1	Synonyms	OSER1	oxidative stress responsive serine rich 1	HGNC:16105	20q13.12
OSR1	Previous symbol	OXSR1	oxidative stress responsive 1	HGNC:8508	3p22.2
GALNT13	Approved symbol	GALNT13	polypeptide N-acetylgalactosaminyltransferase 13	HGNC:23242	2q23.3-q24.1
CHDH	Approved symbol	CHDH	choline dehydrogenase	HGNC:24288	3p21.1
PDZRN3	Approved symbol	PDZRN3	PDZ domain containing ring finger 3	HGNC:17704	3p13
WDFY3	Approved symbol	WDFY3	WD repeat and FYVE domain containing 3	HGNC:20751	4q21.23
FRG2	Approved symbol	FRG2	FSHD region gene 2	HGNC:19136	4q35.2
PCDHB13	Approved symbol	PCDHB13	protocadherin beta 13	HGNC:8684	5q31.3
MAS1L	Approved symbol	MAS1L	MAS1 proto-oncogene like, G protein-coupled receptor	HGNC:13961	6p22.1
TNXB	Approved symbol	TNXB	tenascin XB	HGNC:11976	6p21.33-p21.32
TFAP2D	Approved symbol	TFAP2D	transcription factor AP-2 delta	HGNC:15581	6p12.3
KCTD7	Approved symbol	KCTD7	potassium channel tetramerization domain containing 7	HGNC:21957	7q11.21
CACNA2D1	Approved symbol	CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1	HGNC:1399	7q21.11
SLC26A3	Approved symbol	SLC26A3	solute carrier family 26 member 3	HGNC:3018	7q22.3-q31.1
GPR21	Approved symbol	GPR21	G protein-coupled receptor 21	HGNC:4476	9q33.2
FRMD4A	Approved symbol	FRMD4A	FERM domain containing 4A	HGNC:25491	10p13
NOLC1	Approved symbol	NOLC1	nucleolar and coiled-body phosphoprotein 1	HGNC:15608	10q24.32
SOX6	Approved symbol	SOX6	SRY-box 6	HGNC:16421	11p15.3
CAPN1	Approved symbol	CAPN1	calpain 1	HGNC:1476	11q13.1
PDZRN4	Approved symbol	PDZRN4	PDZ domain containing ring finger 4	HGNC:30552	12q12
C12orf50	Approved symbol	C12orf50	chromosome 12 open reading frame 50	HGNC:26665	12q21.32
PXN	Approved symbol	PXN	paxillin	HGNC:9718	12q24.23
PXN	Synonyms	PXDN	peroxidasin	HGNC:14966	2p25.3
FRMD5	Approved symbol	FRMD5	FERM domain containing 5	HGNC:28214	15q15.3
RRN3	Approved symbol	RRN3	RRN3 homolog, RNA polymerase I transcription factor	HGNC:30346	16p13.11
ASIC2	Approved symbol	ASIC2	acid sensing ion channel subunit 2	HGNC:99	17q11.2-q12
KLHL14	Approved symbol	KLHL14	kelch like family member 14	HGNC:29266	18q12.1
TIMM44	Approved symbol	TIMM44	translocase of inner mitochondrial membrane 44	HGNC:17316	19p13.2
ZNF266	Approved symbol	ZNF266	zinc finger protein 266	HGNC:13059	19p13.2
GPI	Approved symbol	GPI	glucose-6-phosphate isomerase	HGNC:4458	19q13.11
GPI	Synonyms	GNPDA1	glucosamine-6-phosphate deaminase 1	HGNC:4417	5q31.3
ZNF615	Approved symbol	ZNF615	zinc finger protein 615	HGNC:24740	19q13.41
